AccidentID,DateTime,County,WeatherCondition,RoadCondition,VehicleType,SeverityLevel,NumberOfVehicles,NumberOfInjuries,Cause,Junction,Traffic_Signal,Bump
A04952,2/10/2023 15:07,Staten Island,Sunny,Wet,Truck,Moderate,2,5,Distracted Driving,FALSE,FALSE,FALSE
A04953,2/15/2023 8:52,Manhattan,Foggy,Dry,Bus,,1,6,Speeding,FALSE,FALSE,FALSE
A04954,8/11/2023 21:52,Queens,Sunny,Dry,Truck,Severe,2,2,Distracted Driving,FALSE,FALSE,TRUE
A04955,4/2/2023 13:42,Queens,Snowy,Under Construction,Car,Severe,1,1,Distracted Driving,TRUE,TRUE,FALSE
A04956,7/4/2023 18:47,Brooklyn,Foggy,Wet,Car,Moderate,1,6,Distracted Driving,FALSE,FALSE,FALSE
A04957,12/3/2023 11:29,Brooklyn,Foggy,Under Construction,,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A04958,9/6/2023 0:39,Brooklyn,Sunny,Wet,Bus,Moderate,2,3,Distracted Driving,FALSE,FALSE,FALSE
A04959,10/13/2023 0:15,Brooklyn,Sunny,Wet,Bus,Minor,1,6,Speeding,FALSE,FALSE,FALSE
A04960,6/13/2023 5:18,Brooklyn,Snowy,Wet,Motorcycle,Severe,1,6,Drunk Driving,FALSE,TRUE,FALSE
A04961,9/29/2023 1:05,The Bronx,Foggy,Dry,Bus,Moderate,1,6,Drunk Driving,FALSE,FALSE,FALSE
A04962,11/14/2023 22:53,The Bronx,Sunny,,Truck,Severe,1,1,Drunk Driving,FALSE,FALSE,FALSE
A04963,6/25/2023 2:52,Manhattan,Sunny,Dry,Truck,Minor,1,2,Poor Road Condition,FALSE,FALSE,FALSE
A04964,5/21/2023 21:56,Brooklyn,,Dry,Car,Moderate,1,1,Speeding,FALSE,FALSE,FALSE
A04965,9/9/2023 0:53,Manhattan,Sunny,Under Construction,Motorcycle,Severe,1,2,Speeding,FALSE,FALSE,FALSE
A04966,1/26/2023 16:06,Manhattan,Sunny,Under Construction,Truck,Minor,1,8,Distracted Driving,FALSE,FALSE,FALSE
A04967,7/28/2023 22:06,Staten Island,Snowy,,Car,Minor,2,0,Distracted Driving,FALSE,FALSE,TRUE
A04968,11/1/2023 23:00,Staten Island,Sunny,Under Construction,Motorcycle,Moderate,3,8,Poor Road Condition,FALSE,FALSE,FALSE
A04969,9/26/2023 5:05,Queens,Snowy,,Truck,Moderate,1,7,Drunk Driving,FALSE,FALSE,FALSE
A04970,9/23/2023 11:56,Staten Island,Sunny,Wet,Truck,Minor,1,1,Speeding,FALSE,FALSE,FALSE
A04971,8/18/2023 15:42,Staten Island,Snowy,Under Construction,Car,Moderate,1,0,Distracted Driving,FALSE,TRUE,FALSE
A04972,8/5/2023 6:59,The Bronx,Sunny,,Bus,Minor,2,0,Distracted Driving,TRUE,FALSE,FALSE
A04973,4/20/2023 23:02,Manhattan,Sunny,Wet,Truck,Moderate,2,4,Drunk Driving,FALSE,FALSE,TRUE
A04974,3/26/2023 16:06,Manhattan,Sunny,Dry,Bus,Severe,2,1,Speeding,FALSE,FALSE,FALSE
A04975,3/16/2023 6:32,Manhattan,Snowy,Dry,Truck,Severe,2,3,Drunk Driving,FALSE,FALSE,TRUE
A04976,4/8/2023 0:37,Queens,Sunny,Wet,Car,,1,8,Distracted Driving,FALSE,FALSE,FALSE
A04977,3/14/2023 3:30,Staten Island,Foggy,Dry,Car,Moderate,2,8,Drunk Driving,TRUE,FALSE,FALSE
A04978,8/20/2023 18:37,Manhattan,Sunny,Dry,Motorcycle,Severe,2,4,Speeding,FALSE,TRUE,FALSE
A04979,7/12/2023 20:39,Manhattan,Sunny,Under Construction,,Severe,2,6,Distracted Driving,TRUE,TRUE,FALSE
A04980,4/7/2023 0:14,Manhattan,,Dry,Motorcycle,Minor,2,0,Poor Road Condition,FALSE,FALSE,TRUE
A04981,5/24/2023 11:10,The Bronx,Snowy,Under Construction,Truck,Severe,1,7,Distracted Driving,FALSE,FALSE,FALSE
A04982,2/27/2023 4:10,Manhattan,Sunny,Wet,Bus,Minor,1,9,Distracted Driving,FALSE,FALSE,FALSE
A04983,11/1/2023 15:42,Queens,Sunny,Dry,Motorcycle,Moderate,1,7,Distracted Driving,FALSE,FALSE,FALSE
A04984,7/16/2023 1:05,Brooklyn,Sunny,Wet,Bus,,1,5,Speeding,FALSE,TRUE,FALSE
A04985,3/13/2023 2:13,Staten Island,Sunny,Dry,Motorcycle,Minor,2,5,Drunk Driving,TRUE,FALSE,FALSE
A04986,6/26/2023 9:09,The Bronx,,Dry,Car,Moderate,4,2,Speeding,TRUE,FALSE,FALSE
A04987,7/14/2023 1:49,Staten Island,Sunny,Dry,Motorcycle,Moderate,1,1,Distracted Driving,FALSE,FALSE,FALSE
A04988,5/5/2023 8:28,Manhattan,Snowy,Wet,Motorcycle,Minor,1,4,Poor Road Condition,FALSE,FALSE,FALSE
A04989,2/22/2023 7:44,The Bronx,Snowy,Dry,Bus,Moderate,1,5,Drunk Driving,FALSE,FALSE,FALSE
A04990,10/27/2023 9:19,Brooklyn,Snowy,Dry,Motorcycle,Minor,2,1,Drunk Driving,FALSE,FALSE,FALSE
A04991,11/3/2023 0:51,Brooklyn,Foggy,Under Construction,Bus,Minor,1,4,Poor Road Condition,FALSE,FALSE,FALSE
A04992,4/6/2023 23:15,The Bronx,Foggy,Wet,Bus,Moderate,1,8,Distracted Driving,TRUE,FALSE,FALSE
A04993,4/12/2023 10:29,Staten Island,,,Truck,Severe,1,2,Drunk Driving,FALSE,FALSE,FALSE
A04994,1/15/2023 13:08,Queens,Sunny,Dry,Motorcycle,Moderate,2,5,Drunk Driving,FALSE,FALSE,FALSE
A04995,8/30/2023 21:28,Staten Island,Sunny,Under Construction,Car,Minor,2,4,Speeding,TRUE,FALSE,FALSE
A04996,7/13/2023 17:18,Queens,Sunny,,Car,Moderate,2,5,Distracted Driving,TRUE,FALSE,FALSE
A04997,7/26/2023 9:06,The Bronx,Sunny,,Truck,Moderate,2,4,Speeding,FALSE,FALSE,FALSE
A04998,3/12/2023 10:03,Manhattan,Foggy,Under Construction,Bus,Minor,1,9,Drunk Driving,FALSE,FALSE,FALSE
A04999,12/3/2023 12:10,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,2,1,Speeding,FALSE,FALSE,FALSE
A05000,10/3/2023 21:26,Brooklyn,Sunny,Under Construction,Bus,Severe,4,9,Poor Road Condition,TRUE,FALSE,FALSE
A05001,6/11/2023 10:49,Staten Island,Snowy,Under Construction,Car,Minor,2,1,Drunk Driving,FALSE,FALSE,FALSE
A05002,4/18/2023 14:01,Staten Island,Sunny,Dry,Bus,Moderate,2,7,Speeding,TRUE,FALSE,FALSE
A05003,7/30/2023 15:47,Staten Island,Sunny,Dry,Motorcycle,Severe,4,0,Distracted Driving,FALSE,FALSE,FALSE
A05004,9/12/2023 15:13,The Bronx,Sunny,Wet,Truck,Moderate,4,2,Speeding,FALSE,FALSE,FALSE
A05005,6/25/2023 19:34,Staten Island,Sunny,Under Construction,Bus,,2,5,Distracted Driving,TRUE,FALSE,FALSE
A05006,10/16/2023 2:10,Manhattan,Snowy,Dry,Car,Moderate,2,3,Drunk Driving,TRUE,FALSE,FALSE
A05007,7/29/2023 1:23,Queens,Rainy,Dry,Car,Minor,1,3,Distracted Driving,FALSE,FALSE,FALSE
A05008,10/1/2023 22:22,The Bronx,Rainy,Under Construction,Truck,Minor,1,9,Drunk Driving,FALSE,TRUE,FALSE
A05009,5/9/2023 5:31,Staten Island,Sunny,Under Construction,Bus,Moderate,2,6,Distracted Driving,FALSE,FALSE,FALSE
A05010,12/1/2023 18:23,Brooklyn,Rainy,Under Construction,Motorcycle,Moderate,1,5,Distracted Driving,FALSE,FALSE,TRUE
A05011,3/27/2023 15:54,The Bronx,Rainy,Dry,Bus,,2,7,Distracted Driving,TRUE,FALSE,FALSE
A05012,5/10/2023 21:47,Staten Island,Sunny,Dry,Motorcycle,Severe,3,6,Drunk Driving,TRUE,FALSE,FALSE
A05013,2/14/2023 11:44,The Bronx,Snowy,Dry,Truck,Moderate,1,4,Speeding,FALSE,FALSE,FALSE
A05014,6/7/2023 14:25,Staten Island,Sunny,Wet,Bus,Severe,3,6,Poor Road Condition,TRUE,FALSE,FALSE
A05015,8/11/2023 5:21,Brooklyn,Snowy,,Car,Severe,3,5,Drunk Driving,FALSE,FALSE,FALSE
A05016,10/8/2023 0:43,Queens,Sunny,Dry,Motorcycle,Moderate,2,5,Distracted Driving,FALSE,FALSE,FALSE
A05017,11/17/2023 15:28,Manhattan,Rainy,Under Construction,Truck,Moderate,2,8,Distracted Driving,FALSE,FALSE,FALSE
A05018,3/28/2023 4:07,Manhattan,Snowy,Wet,,Minor,4,1,Distracted Driving,TRUE,FALSE,FALSE
A05019,9/11/2023 18:15,Staten Island,Sunny,,Car,Severe,1,8,Poor Road Condition,FALSE,FALSE,FALSE
A05020,11/25/2023 15:28,Manhattan,Sunny,Dry,Car,Moderate,1,5,Speeding,FALSE,FALSE,FALSE
A05021,8/2/2023 18:47,The Bronx,Sunny,Dry,Motorcycle,Moderate,2,5,Drunk Driving,FALSE,FALSE,FALSE
A05022,4/15/2023 18:21,Manhattan,Rainy,Dry,Motorcycle,Moderate,1,0,Distracted Driving,FALSE,FALSE,TRUE
A05023,2/11/2023 20:19,Manhattan,Sunny,Dry,Truck,Moderate,2,6,Drunk Driving,FALSE,FALSE,FALSE
A05024,8/29/2023 23:10,The Bronx,Foggy,Dry,Truck,Minor,2,9,Drunk Driving,FALSE,FALSE,TRUE
A05025,4/11/2023 1:24,Brooklyn,Sunny,Dry,Motorcycle,Moderate,1,8,Distracted Driving,TRUE,FALSE,FALSE
A05026,10/30/2023 5:16,Staten Island,Sunny,Dry,Car,Moderate,1,3,Speeding,FALSE,FALSE,TRUE
A05027,7/1/2023 8:25,Queens,Snowy,Under Construction,Car,Moderate,2,6,Distracted Driving,FALSE,FALSE,TRUE
A05028,1/4/2023 4:16,Staten Island,Sunny,Dry,Truck,Minor,1,5,Distracted Driving,FALSE,FALSE,FALSE
A05029,7/11/2023 12:51,Manhattan,Sunny,Wet,Truck,Severe,2,1,Drunk Driving,FALSE,FALSE,FALSE
A05030,7/5/2023 6:26,Brooklyn,Foggy,Under Construction,Truck,Moderate,4,1,Distracted Driving,FALSE,FALSE,FALSE
A05031,9/8/2023 23:01,Staten Island,Sunny,Wet,,Moderate,2,1,Distracted Driving,FALSE,FALSE,FALSE
A05032,9/27/2023 20:49,The Bronx,Foggy,Dry,Bus,Minor,2,9,Poor Road Condition,FALSE,FALSE,FALSE
A05033,11/9/2023 14:28,Queens,Sunny,Under Construction,Bus,Moderate,3,7,Poor Road Condition,TRUE,TRUE,FALSE
A05034,3/20/2023 4:23,Queens,Sunny,Dry,Motorcycle,Moderate,1,7,Drunk Driving,TRUE,FALSE,FALSE
A05035,9/25/2023 23:40,Brooklyn,Sunny,Wet,Motorcycle,Moderate,1,1,Speeding,TRUE,FALSE,FALSE
A05036,7/1/2023 13:40,Manhattan,Sunny,Wet,Motorcycle,Moderate,2,7,Speeding,FALSE,TRUE,FALSE
A05037,6/14/2023 0:46,Staten Island,Sunny,Wet,Bus,Moderate,1,1,Poor Road Condition,FALSE,TRUE,FALSE
A05038,10/21/2023 22:45,Brooklyn,Rainy,Under Construction,Motorcycle,Minor,1,5,Distracted Driving,FALSE,FALSE,FALSE
A05039,3/7/2023 15:56,Brooklyn,Sunny,Under Construction,Motorcycle,Moderate,2,3,Drunk Driving,FALSE,FALSE,FALSE
A05040,9/1/2023 20:37,Queens,Rainy,Dry,Motorcycle,Moderate,1,2,Poor Road Condition,FALSE,FALSE,FALSE
A05041,3/3/2023 0:56,The Bronx,Sunny,Under Construction,Truck,Severe,1,3,Distracted Driving,TRUE,FALSE,FALSE
A05042,10/7/2023 17:02,Brooklyn,Foggy,Under Construction,Truck,Moderate,2,0,Distracted Driving,FALSE,FALSE,FALSE
A05043,10/13/2023 3:05,Staten Island,Sunny,Wet,Car,Severe,3,1,Speeding,FALSE,FALSE,TRUE
A05044,2/12/2023 9:09,Manhattan,Foggy,Wet,Motorcycle,Minor,4,8,Distracted Driving,FALSE,TRUE,FALSE
A05045,3/9/2023 1:29,Staten Island,Rainy,Dry,Motorcycle,Severe,1,6,Drunk Driving,TRUE,FALSE,FALSE
A05046,3/4/2023 2:19,Brooklyn,Snowy,Under Construction,Bus,Severe,3,0,Poor Road Condition,TRUE,FALSE,FALSE
A05047,1/12/2023 8:28,Brooklyn,Sunny,Dry,Car,Moderate,2,5,Speeding,FALSE,FALSE,FALSE
A05048,2/18/2023 0:16,Queens,Foggy,Dry,Motorcycle,Moderate,2,3,Distracted Driving,TRUE,TRUE,FALSE
A05049,11/27/2023 9:49,Manhattan,Sunny,Wet,Motorcycle,Minor,1,3,Drunk Driving,FALSE,FALSE,FALSE
A05050,3/8/2023 8:32,Brooklyn,Snowy,Wet,Motorcycle,Moderate,4,5,Speeding,FALSE,TRUE,FALSE
A05051,1/9/2023 11:02,Brooklyn,Sunny,Dry,Bus,Minor,2,4,Poor Road Condition,TRUE,TRUE,FALSE
A05052,2/15/2023 23:10,Queens,Sunny,Dry,Truck,Severe,2,2,Drunk Driving,FALSE,FALSE,TRUE
A05053,10/8/2023 2:56,Brooklyn,,,Truck,Minor,2,6,Distracted Driving,FALSE,TRUE,FALSE
A05054,10/25/2023 1:06,Manhattan,Sunny,Wet,Car,Severe,1,0,Drunk Driving,FALSE,FALSE,FALSE
A05055,3/21/2023 20:19,Queens,Foggy,Wet,Truck,Moderate,2,8,Drunk Driving,FALSE,TRUE,FALSE
A05056,5/7/2023 12:07,Manhattan,Rainy,Under Construction,Bus,Severe,3,5,Poor Road Condition,FALSE,FALSE,FALSE
A05057,1/14/2023 5:26,Queens,Rainy,Under Construction,Car,Moderate,3,3,Poor Road Condition,FALSE,FALSE,FALSE
A05058,5/27/2023 7:35,Manhattan,Foggy,Under Construction,Truck,Minor,1,8,Drunk Driving,TRUE,FALSE,TRUE
A05059,11/18/2023 17:41,Staten Island,Snowy,Wet,Motorcycle,Moderate,1,0,Drunk Driving,TRUE,FALSE,FALSE
A05060,3/28/2023 2:04,Brooklyn,Rainy,Wet,Motorcycle,Moderate,2,0,Drunk Driving,TRUE,TRUE,FALSE
A05061,10/27/2023 2:33,Staten Island,Snowy,Under Construction,Car,Severe,2,1,Poor Road Condition,TRUE,FALSE,FALSE
A05062,7/19/2023 1:24,The Bronx,Sunny,Dry,Truck,Moderate,1,0,Distracted Driving,TRUE,FALSE,TRUE
A05063,11/19/2023 6:01,Manhattan,Sunny,Under Construction,Bus,Moderate,1,5,Speeding,FALSE,FALSE,FALSE
A05064,7/31/2023 13:17,Brooklyn,Foggy,Dry,Motorcycle,Minor,3,4,Distracted Driving,TRUE,FALSE,FALSE
A05065,7/27/2023 22:22,Manhattan,Sunny,Wet,Truck,Moderate,1,7,Speeding,FALSE,FALSE,FALSE
A05066,7/28/2023 18:49,Manhattan,Sunny,Under Construction,Bus,Minor,1,5,Speeding,TRUE,FALSE,FALSE
A05067,3/10/2023 14:26,Manhattan,Sunny,Wet,Bus,Moderate,2,9,Distracted Driving,TRUE,FALSE,TRUE
A05068,6/25/2023 19:37,Manhattan,,Dry,Car,Severe,1,7,Drunk Driving,FALSE,FALSE,FALSE
A05069,6/27/2023 16:57,Manhattan,Rainy,Wet,Car,Severe,4,0,Distracted Driving,FALSE,FALSE,FALSE
A05070,3/9/2023 11:58,Queens,Sunny,Dry,Car,Moderate,4,5,Poor Road Condition,TRUE,TRUE,FALSE
A05071,5/24/2023 15:38,Staten Island,Sunny,,Truck,Severe,3,9,Speeding,FALSE,TRUE,FALSE
A05072,3/8/2023 0:12,Manhattan,Sunny,,Motorcycle,Moderate,1,6,Poor Road Condition,FALSE,FALSE,FALSE
A05073,8/7/2023 7:31,Queens,Sunny,Dry,Bus,Severe,1,6,Speeding,FALSE,FALSE,FALSE
A05074,11/24/2023 10:08,Queens,Sunny,Under Construction,Car,Moderate,2,7,Distracted Driving,FALSE,FALSE,FALSE
A05075,8/10/2023 11:21,Queens,Foggy,,Bus,Moderate,2,0,Poor Road Condition,FALSE,FALSE,FALSE
A05076,6/2/2023 6:46,Brooklyn,Sunny,Dry,Bus,,2,5,Distracted Driving,TRUE,TRUE,FALSE
A05077,8/15/2023 15:57,Staten Island,Snowy,Wet,Motorcycle,Severe,1,7,Speeding,TRUE,FALSE,TRUE
A05078,3/2/2023 10:25,The Bronx,Snowy,Dry,Car,Moderate,2,6,Drunk Driving,FALSE,TRUE,FALSE
A05079,8/11/2023 21:55,Brooklyn,Foggy,Dry,Car,Severe,2,4,Speeding,FALSE,FALSE,FALSE
A05080,9/19/2023 14:16,Brooklyn,Sunny,Wet,Bus,Minor,2,9,Speeding,FALSE,FALSE,FALSE
A05081,9/28/2023 13:30,Staten Island,Foggy,Wet,,Moderate,1,9,Drunk Driving,FALSE,FALSE,TRUE
A05082,5/20/2023 12:20,Brooklyn,Snowy,Under Construction,Truck,Severe,1,3,Drunk Driving,TRUE,FALSE,FALSE
A05083,6/9/2023 18:35,Staten Island,Sunny,Dry,Car,Moderate,1,9,Distracted Driving,FALSE,TRUE,TRUE
A05084,6/27/2023 1:51,Queens,Sunny,Under Construction,Bus,Moderate,2,7,Speeding,FALSE,TRUE,TRUE
A05085,9/8/2023 7:31,The Bronx,Snowy,Wet,Bus,Moderate,1,7,Poor Road Condition,FALSE,FALSE,TRUE
A05086,5/7/2023 17:49,The Bronx,Foggy,Wet,Motorcycle,Minor,4,5,Drunk Driving,FALSE,FALSE,FALSE
A05087,10/28/2023 0:04,Staten Island,Sunny,Wet,Car,Minor,1,2,Poor Road Condition,TRUE,FALSE,FALSE
A05088,1/20/2023 3:26,Staten Island,Snowy,Under Construction,Motorcycle,Minor,2,1,Distracted Driving,FALSE,FALSE,FALSE
A05089,5/3/2023 5:31,Manhattan,Sunny,Under Construction,Truck,Moderate,1,3,Distracted Driving,FALSE,FALSE,FALSE
A05090,11/13/2023 18:58,The Bronx,Snowy,Wet,Motorcycle,Minor,2,9,Distracted Driving,FALSE,FALSE,FALSE
A05091,11/2/2023 2:55,Manhattan,Snowy,Wet,Car,Severe,2,0,Distracted Driving,FALSE,TRUE,FALSE
A05092,9/5/2023 14:44,Brooklyn,Snowy,Dry,Car,Moderate,1,3,Poor Road Condition,FALSE,FALSE,FALSE
A05093,1/1/2023 20:34,The Bronx,Rainy,Wet,Motorcycle,Minor,1,4,Poor Road Condition,FALSE,FALSE,FALSE
A05094,1/13/2023 13:04,Brooklyn,Sunny,Dry,Motorcycle,Moderate,2,8,Drunk Driving,FALSE,FALSE,TRUE
A05095,9/25/2023 19:55,Brooklyn,Foggy,Under Construction,Truck,Moderate,2,2,Distracted Driving,FALSE,FALSE,FALSE
A05096,4/14/2023 18:53,Manhattan,Sunny,Under Construction,Bus,Severe,1,1,Distracted Driving,FALSE,FALSE,FALSE
A05097,10/22/2023 6:23,Manhattan,Rainy,,Bus,Moderate,2,7,Speeding,TRUE,FALSE,FALSE
A05098,10/1/2023 4:06,Manhattan,Rainy,Dry,Car,Moderate,1,4,Drunk Driving,FALSE,FALSE,FALSE
A05099,11/4/2023 8:10,Manhattan,Foggy,Dry,Bus,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A05100,3/17/2023 5:57,The Bronx,Foggy,Under Construction,Car,Moderate,2,6,Drunk Driving,TRUE,FALSE,FALSE
A05101,6/10/2023 16:46,Queens,Sunny,Dry,Bus,Moderate,4,6,Drunk Driving,FALSE,FALSE,FALSE
A05102,1/7/2023 6:31,The Bronx,Foggy,Under Construction,Car,Severe,3,6,Distracted Driving,TRUE,TRUE,FALSE
A05103,11/18/2023 4:30,Staten Island,Rainy,Under Construction,Bus,Minor,4,4,Drunk Driving,TRUE,TRUE,FALSE
A05104,8/31/2023 22:28,Queens,Foggy,Dry,Motorcycle,Moderate,3,8,Speeding,TRUE,FALSE,FALSE
A05105,5/16/2023 16:11,The Bronx,Sunny,Wet,Truck,Moderate,1,1,Drunk Driving,FALSE,FALSE,FALSE
A05106,2/1/2023 16:05,The Bronx,Snowy,Under Construction,Car,Moderate,1,3,Drunk Driving,FALSE,FALSE,FALSE
A05107,7/31/2023 22:46,Queens,Snowy,Dry,Truck,,1,4,Poor Road Condition,FALSE,FALSE,FALSE
A05108,11/25/2023 15:55,Manhattan,Foggy,Dry,Truck,Minor,1,0,Speeding,FALSE,FALSE,FALSE
A05109,10/30/2023 3:43,Brooklyn,Rainy,Wet,Car,Moderate,2,9,Poor Road Condition,FALSE,FALSE,TRUE
A05110,4/15/2023 6:57,Queens,Sunny,Dry,Motorcycle,Moderate,1,7,Distracted Driving,FALSE,FALSE,FALSE
A05111,6/23/2023 11:51,Queens,Sunny,Wet,Truck,Moderate,4,9,Drunk Driving,TRUE,FALSE,TRUE
A05112,5/2/2023 9:30,Brooklyn,Sunny,Under Construction,Car,Minor,1,8,Poor Road Condition,FALSE,FALSE,FALSE
A05113,7/25/2023 23:25,Manhattan,Foggy,Under Construction,Motorcycle,Severe,1,6,Distracted Driving,FALSE,FALSE,FALSE
A05114,11/20/2023 14:13,Staten Island,Sunny,Wet,Car,Moderate,1,5,Distracted Driving,FALSE,TRUE,TRUE
A05115,3/15/2023 23:35,The Bronx,Rainy,Under Construction,Truck,Severe,2,4,Distracted Driving,FALSE,FALSE,FALSE
A05116,7/2/2023 19:05,Staten Island,Sunny,,Car,Moderate,1,5,Speeding,TRUE,FALSE,FALSE
A05117,7/21/2023 3:27,Queens,Sunny,Under Construction,Bus,,4,5,Poor Road Condition,FALSE,FALSE,TRUE
A05118,11/30/2023 0:04,The Bronx,Sunny,Under Construction,Truck,Moderate,2,7,Speeding,FALSE,FALSE,TRUE
A05119,2/9/2023 4:07,Staten Island,Foggy,Wet,Bus,Moderate,1,2,Drunk Driving,TRUE,TRUE,FALSE
A05120,11/1/2023 1:14,The Bronx,Sunny,Under Construction,Bus,Severe,1,1,Speeding,TRUE,TRUE,FALSE
A05121,2/25/2023 14:51,Brooklyn,Rainy,Wet,Car,Moderate,2,4,Poor Road Condition,TRUE,TRUE,FALSE
A05122,8/20/2023 23:34,The Bronx,Sunny,Wet,Bus,Moderate,1,8,Drunk Driving,FALSE,FALSE,FALSE
A05123,8/4/2023 14:24,Queens,Sunny,Dry,Car,Minor,1,45,Poor Road Condition,TRUE,FALSE,FALSE
A05124,10/16/2023 9:37,The Bronx,Sunny,Under Construction,Car,Minor,2,3,Distracted Driving,FALSE,TRUE,FALSE
A05125,11/22/2023 15:46,Queens,Snowy,Wet,Truck,Moderate,3,9,Poor Road Condition,FALSE,FALSE,FALSE
A05126,2/25/2023 6:08,The Bronx,Snowy,Wet,Car,Moderate,2,5,Drunk Driving,FALSE,FALSE,FALSE
A05127,9/18/2023 11:42,Manhattan,Sunny,Under Construction,Car,Minor,2,7,Poor Road Condition,FALSE,FALSE,FALSE
A05128,11/27/2023 4:35,Staten Island,Sunny,Under Construction,Car,Minor,3,1,Drunk Driving,TRUE,FALSE,FALSE
A05129,11/28/2023 20:37,Brooklyn,Rainy,Dry,Car,Moderate,2,1,Distracted Driving,TRUE,FALSE,TRUE
A05130,11/2/2023 21:56,Manhattan,Rainy,Dry,Truck,Moderate,1,4,Distracted Driving,FALSE,FALSE,FALSE
A05131,5/30/2023 4:07,The Bronx,Sunny,Wet,Motorcycle,Moderate,1,6,Distracted Driving,FALSE,FALSE,FALSE
A05132,6/18/2023 14:47,Brooklyn,Foggy,Dry,Motorcycle,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A05133,6/11/2023 20:30,Manhattan,Foggy,Dry,Bus,Moderate,1,0,Drunk Driving,TRUE,FALSE,TRUE
A05134,12/1/2023 8:15,Brooklyn,Sunny,Dry,Bus,Minor,2,4,Distracted Driving,FALSE,FALSE,FALSE
A05135,2/3/2023 13:24,Brooklyn,Snowy,Dry,Car,Moderate,1,7,Speeding,FALSE,FALSE,FALSE
A05136,5/6/2023 10:20,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,1,4,Distracted Driving,TRUE,TRUE,TRUE
A05137,9/19/2023 17:08,Brooklyn,Sunny,,Motorcycle,Moderate,1,4,Poor Road Condition,FALSE,TRUE,FALSE
A05138,3/21/2023 17:40,Brooklyn,Sunny,Under Construction,Bus,Moderate,2,1,Speeding,FALSE,FALSE,TRUE
A05139,11/4/2023 15:36,Brooklyn,Sunny,Under Construction,Truck,Minor,3,1,Speeding,TRUE,FALSE,FALSE
A05140,5/13/2023 2:26,Manhattan,Sunny,Wet,Truck,Moderate,1,3,Distracted Driving,FALSE,TRUE,FALSE
A05141,6/19/2023 7:46,Manhattan,Sunny,Dry,Car,,1,5,Drunk Driving,TRUE,FALSE,FALSE
A05142,8/25/2023 12:28,Staten Island,Sunny,Under Construction,Motorcycle,,2,6,Drunk Driving,FALSE,FALSE,FALSE
A05143,1/8/2023 3:36,Manhattan,Sunny,Under Construction,Bus,Minor,1,3,Drunk Driving,FALSE,FALSE,FALSE
A05144,7/7/2023 6:50,Staten Island,Sunny,Wet,Motorcycle,Moderate,1,4,Distracted Driving,FALSE,FALSE,FALSE
A05145,9/12/2023 13:21,The Bronx,Sunny,Wet,Bus,Moderate,1,7,Distracted Driving,FALSE,TRUE,TRUE
A05146,10/16/2023 19:48,Manhattan,Snowy,,Car,Severe,2,8,Speeding,FALSE,FALSE,FALSE
A05147,3/11/2023 14:16,Brooklyn,Snowy,Dry,Bus,Moderate,1,8,Speeding,TRUE,FALSE,FALSE
A05148,7/28/2023 12:55,Brooklyn,Sunny,Under Construction,Car,Moderate,4,7,Poor Road Condition,TRUE,FALSE,TRUE
A05149,11/22/2023 18:40,Staten Island,Sunny,Wet,Truck,Moderate,1,3,Drunk Driving,FALSE,FALSE,FALSE
A05150,7/8/2023 14:52,The Bronx,Foggy,Dry,Motorcycle,Severe,2,0,Drunk Driving,FALSE,FALSE,FALSE
A05151,7/14/2023 14:15,Staten Island,Sunny,Under Construction,Bus,Moderate,1,5,Speeding,FALSE,FALSE,FALSE
A05152,6/18/2023 9:09,Manhattan,Sunny,Under Construction,Motorcycle,Severe,3,0,Drunk Driving,TRUE,FALSE,TRUE
A05153,2/21/2023 20:37,Manhattan,Snowy,Wet,Motorcycle,Minor,1,9,Poor Road Condition,FALSE,FALSE,TRUE
A05154,11/5/2023 6:51,Brooklyn,Sunny,Dry,Car,Minor,1,0,Drunk Driving,FALSE,FALSE,TRUE
A05155,2/11/2023 14:09,Brooklyn,Sunny,Dry,Bus,Severe,1,4,Distracted Driving,FALSE,FALSE,FALSE
A05156,9/17/2023 4:13,The Bronx,Sunny,Under Construction,Truck,Moderate,2,4,Distracted Driving,FALSE,FALSE,FALSE
A05157,2/16/2023 6:36,The Bronx,Sunny,Under Construction,Truck,Minor,3,4,Distracted Driving,FALSE,TRUE,FALSE
A05158,9/7/2023 19:19,Manhattan,Rainy,Under Construction,Car,Moderate,1,9,Distracted Driving,FALSE,FALSE,FALSE
A05159,1/8/2023 19:34,Manhattan,Rainy,Dry,Truck,Moderate,2,8,Distracted Driving,FALSE,FALSE,FALSE
A05160,6/8/2023 8:27,Staten Island,Sunny,,Bus,Moderate,4,4,Speeding,FALSE,FALSE,FALSE
A05161,3/10/2023 16:15,Staten Island,Sunny,Dry,Car,Minor,2,4,Distracted Driving,FALSE,TRUE,FALSE
A05162,6/8/2023 6:49,Queens,Foggy,Wet,Bus,Moderate,1,2,Drunk Driving,FALSE,FALSE,FALSE
A05163,2/14/2023 7:25,Brooklyn,Foggy,Under Construction,Motorcycle,Severe,3,7,Poor Road Condition,FALSE,FALSE,FALSE
